username,text
ayahe4363,"['tagihan', 'bengkakkarna', 'ada', 'perbedaan', 'golongan', 'tarif', 'ukuran', 'tanahrumahlebar', 'gang', 'samatp', 'golonongan', 'tarif', 'berbeda', 'sudah', 'komplainditangani', 'disurvey', 'lokasitp', 'tetap', 'ga', 'bs', 'rubah', 'golongan', 'alasanlistrik', 'katay', '1300padhaldr', 'mulai', 'pasang', 'listrik', 'smp', 'skrgdr', 'pln', 'listriky', '900bukti', 'pembayaran', 'rekening', 'listrik', 'komplain', 'lsg', 'ke', 'cs', 'di', 'ksntor', 'pdam', 'tp', 'tetap', 'ga', 'bs', 'kasih', 'pnjelasanknp', 'gol', 'tarif', 'pdam', 'saya', 'beda', 'dg', 'rmh2', 'sblh', 'akhiry', 'di', 'ajak', 'ke', 'ruanganktm', 'sm', 'pimpinany', 'dr', 'pimpinan', 'di', 'cekjg', 'ga', 'bs', 'ksih', 'pnjelsan', 'ujung2', 'nyakatay', 'ini', 'dr', 'sistempengkinian', 'data', 'ato', 'apa', 'yg', 'katay', 'nnt', 'akan', 'sm', 'sma', 'dg', 'tarif', 'golongan', 'pdam', 'saya', 'cm', 'saya', 'heranknp', 'dr', '2017cm', 'rmh', 'saya', 'yg', 'kena', 'pengkinian', 'darasdg', 'lainy', 'tdk', 'tlg', 'mgkin', 'ada', 'yg', 'bs', 'bntu', 'jwb']"
denfadh,"['mari', 'terus', 'menjaga', 'dan', 'menghemat', 'air']"
widyarigga,"['selamat', 'hari', 'air', 'kawan']"
damaxrif,"['air', 'adalah', 'zat', 'kimia', 'yang', 'terdiri', 'dari', 'dua', 'atom', 'hidrogen', 'dan', 'satu', 'atom', 'oksigen', 'dengan', 'rumus', 'kimia', 'h2o']"
auky.ra,"['selamat', 'hari', 'air']"
lalayourbae_,"['selamat', 'hari', 'air']"
angsyaa,"['min', 'air', 'dirumahku', 'kenapa', 'ngalirnya', 'kecil', 'sekali', 'tidak', 'seperti', 'biasanya', 'dalam', 'beberapa', 'waktu', 'terakhir']"
rafiiisaputraa,['kerenn']
bakulgedangsusu,"['kebraon', 'pdam', 'mati', 'min']"
masdji16,"['pdam', 'kebraon', 'kumat', 'maneh', 'iki', 'lhoo', 'gatau', 'nggawe', 'pengumuman', 'blasss', 'heran']"
bakulgedangsusu,"['baik', 'terimakasih']"
widyarigga,"['keren', 'banget', 'videonya']"
damaxrif,"['menyala', 'min']"
rafiiisaputraa,"['luarr', 'biasa', 'semoga', 'pdam', 'jaya', 'selalu']"
ggfan.v,"['ok', 'punya']"
kharistiano28,[]
denfadh,"['informatif', 'sekali', 'videonya']"
auky.ra,"['luar', 'biasa', 'hebat']"
ronny_chaplinn,"['daerah', 'kapas', 'lor', 'kecamatan', 'kapas', 'madya', 'baru', 'seharian', 'gak', 'keluar', 'airnya', 'min', 'ini', 'gimana']"
simonsteven,"['tolong', 'area', 'kapas', 'madya', 'baru', 'dong', 'minmau', 'juga', 'di', 'cek', 'kebocoransoalnya', 'tagihan', 'pam', 'tinggi', 'bangetpernah', 'pengaduan', 'ke', 'pdam', 'tpi', 'disuruh', 'bongkar', 'semua', 'saluran', 'pipa']"
simonsteven,"['pengaduan', 'saya', 'diberi', 'solusi', 'bongkar', 'semua', 'saluran', 'pipa', 'minuntuk', 'kebocoran', 'masih', 'belum', 'taumaka', 'nya', 'jika', 'ada', 'alat', 'yg', 'mendeteksk', 'kebocoran', 'minta', 'tolong', 'dilakukan', 'pengecekan', 'min']"
cristianoreza8,"['lahhh', 'saya', 'sudah', 'buat', 'laporan', 'tapi', 'belum', 'ada', 'tindakan', 'sampek', 'sekarang']"
suryadi.2gd,"['lontar', 'kapan', 'min']"
suryadi.2gd,"['wilayah', 'raya', 'lontar', 'airnya', 'kecil', 'min', 'dr', 'ramadhan', 'sampai', 'sekarang', 'belum', 'normal', 'saya', 'sudah', 'bikin', 'laporan', '2x', 'tp', 'belom', 'ad', 'tindak', 'lanjut', 'terimakasih']"
widyarigga,"['selamat', 'hari', 'air']"
_mumu.m12,"['lagi²', 'nggak', 'ada', 'info', 'air', 'mati', '17', 'maret', 'jam', '6', 'pagi', 'daerah', 'lontar']"
tirtabhagasasi,"['seru', 'banget', 'minn']"
glenyusufsulaiman,"['cuaaakeeep', 'puooool', 'min', 'ngakakan']"
damaxrif,"['bismillah', 'setor', 'hafalan', 'dulu', 'tob', 'tobi', 'tob', 'tob', 'tobi', 'tob', 'tob', 'tobi', 'tob', 'tob', 'tobaliy', 'wasaqfu', 'saq', 'saq', 'saqliy', 'wa', 'raqsu', 'qad', 'tho', 'ba', 'iliy']"
glenyusufsulaiman,"['bapak', 'adam', 'andalanku']"
widyarigga,['editor']
_krssndarna,"['naya', 'punya', 'kemampuan', 'spesial', 'bess']"
irshantynovita,[]
manrisk.id,"['sambil', 'mikir', 'ntar', 'beli', 'takjil', 'apa', 'lagi', 'ya']"
rifai_ach,"['kan', 'ngeshootnya', 'abis', 'buka', 'puasa', 'itu', 'bu']"
rifai_ach,"['bagian', 'info', 'mas', 'adam', 'ta']"
evimomsabila,['omg']
damaxrif,"['super', 'grafisku']"
damaxrif,"['buka', 'puasa', 'mending', 'siangan', 'aja', 'mas', 'kalo', 'maghrib', 'pasti', 'rame']"
lalayourbae_,"['nungguin', 'buka', 'sambil', 'nyemil', 'enak', 'kali', 'yaa']"
bustanul.arifin88,"['bikin', 'lagi', 'min', 'vt', 'yang', 'bikin', 'orang', 'ketiwir2', 'ojok', 'up', 'banyu', 'tok']"
rafiiisaputraa,"['semoga', 'puasa', 'tahun', 'ini', 'dapat', 'di', 'lancarkan', 'amin', 'ya', 'rab']"
ggfan.v,['jos']
damaxrif,"['syukron', 'katsiron']"
rya.it09,"['pagi', 'ini', 'daerah', 'krembangan', 'tiba2', 'air', 'tidak', 'keluar']"
rya.it09,"['tidak', 'ada', 'pemberitahuan', 'sebelumnya', 'padahal', 'tadi', 'shubuh', 'masih', 'keluar', 'apakah', 'perbaikannya', 'akan', 'lama']"
bellaaristas,"['air', 'pakuwon', 'sby', 'barat', 'kecil', 'lagi']"
faisalsyamsull_,"['luar', 'biasa', 'salam', 'dari', 'makassar']"
damaxrif,"['masya', 'allah', 'tabarakallah']"
widyarigga,"['ya', 'rabb']"
rafiiisaputraa,"['semoga', 'keberkahan', 'selalu', 'berpihak', 'pada', 'kita']"
auky.ra,[]
garnetha.sheehan,"['kalo', 'matikan', 'air', 'itu', 'ada', 'pemberitahuan', 'dongbiar', 'org', 'juga', 'persiapan', 'area', 'kedurus', 'mati', 'gimana', 'sihhh']"
becak_rodadua,"['airnya', 'mati', 'sampai', 'kpn', 'ya', 'kenapa', 'pemadaman', 'air', 'nya', 'di', 'saat', 'orang', 'sedang', 'mau', 'aktivitas', 'area', 'terdampak', 'nya', 'kedurus', 'ini', 'mati']"
hadi.soev,"['sdm', 'rendah', 'jgn', 'kerja', 'di', 'pdam', 'lah', 'nyusahkan', 'rakyat']"
lalayourbae_,['aamiin']
izzaznugraha,['masyaallah']
rafaziasha,"['masya', 'allah']"
denfadh,"['sangat', 'bermanfaat', 'mimin']"
ggfan.v,['subhanallah']
denfadh,"['bagus', 'sekali', 'kontennya']"
nabilasmw,['mashaallah']
sylliphany,"['masyaallaah', '\u200d']"
nayaaptr,['masyaallah']
budi_leksono99,"['luar', 'biasaindahnya', 'berbagi']"
astyragista,"['pdam', 'surya', 'sembada']"
astyragista,"['ya', 'pak', 'karna', 'ada', 'anak', 'sy', 'dan', 'suami', 'sy', 'd', 'situ']"
astyragista,"['ada', 'yoga', 'pakai', 'peci', 'putihanak', 'sy']"
rizqiamrii,"['abah', 'aripin']"
travel_bromo_malang,"['salam', 'kenal', 'travel', 'pijat', 'keseleo', 'kecetit']"
mohammadsholehali,"['semoga', 'sukses', 'dan', 'bermanfaat']"
mohammadsholehali,"['apa', 'pelanggan', 'pdam', 'kota', 'surabaya', 'dapat', 'keringanan', 'biaya', 'tagihan', 'pdam']"
mukminah3038,"['maaf', 'mau', 'tanya', 'pak', 'saya', 'sudah', 'dftar', 'sudah', 'di', 'surve', 'juga', 'tapi', 'belum', 'dapat', 'wa', 'atau', 'pemberitahuan', 'dari', 'kantor', 'untuk', 'pembayaran', 'dan', 'no', 'kontraknya', 'gimana', 'ya', 'pak']"
ongky_roy,"['halo', 'saya', 'sudah', 'mengajukan', 'pengaduan', 'karena', 'air', 'pdam', 'mati', 'lewat', 'wa', 'web', 'dan', 'dm', 'tolong', 'segera', 'ditanggapi', 'ya', 'terimaksih']"
ongky_roy,"['terimaksih', 'sudah', 'di', 'benahi', 'oleh', 'team', 'pdam']"
kiki_keket,"['pak', 'air', 'di', 'pulosari', 'mati', 'kok', 'tidak', 'ada', 'pemberitahuan', 'ya']"
m.alfian0791,"['pak', 'air', 'daerah', 'gunungsari', 'mati', 'sampek', 'kapan', 'ya']"
yani_wulandari14,"['pdam', 'mati', 'jm', '3', 'kok', 'ga', 'ada', 'pemberitahuan\u200d\u200d']"
sartikadewieka,"['pak', 'air', 'di', 'kodam', 'matikate', 'sholat', 'bingung', 'g', 'onok', 'banyu']"
ulfadwiwijaya,"['nyalain', 'airnya', 'min', 'air', 'mati', 'tanpa', 'pemberitahuan', 'menghambat', 'aktifitas', 'pagi', 'aja']"
dy_hartanto,"['estimasi', 'waktu', 'sampai', 'kapan']"
ksmytrica,"['tolong', 'ya', 'jaman', 'udah', 'canggih', 'kenapa', 'sih', 'harus', 'ada', 'petugas', 'cek', 'meteran', 'pdam', 'mana', 'main', 'masuk', 'pagar', 'padahal', 'pagar', 'udah', 'di', 'grendel', 'tolong', 'petugas', 'yg', 'di', 'daerah', 'gading', 'itu']"
bobiharto,"['so', 'far', 'bad', 'experience', 'air', 'mati', 'sebelum', 'masuk', 'meteran', 'tetapi', 'tidak', 'ada', 'penanganan', 'yang', 'baik', 'dari', 'pihak', 'pdam', 'pelaporan', 'hanya', 'cmn', 'bertugas', 'melapor', 'tanpa', 'ada', 'konfirmasi', 'pengerjaan', 'yg', 'jelas', 'laporan', 'setelah', 'tinjau', 'pun', 'tidak', 'akurat', 'kacau']"
robinson.david.83,"['mau', 'tanya', 'harga', '1m', 'kubik', 'pdam', 'surabaya', 'brp', 'y']"
lovia_shop,"['min', 'klo', 'udah', 'download', 'apk', 'cis', 'tp', 'lupa', 'ga', 'catat', 'meteran', 'mandiri', 'gmn', 'ya']"
elhastya,"['daerah', 'lontar', 'pakuwon', '2hari', 'air', 'mati', 'terus', 'bisa', 'nyala', 'waktu', 'malem', 'doang', 'gimana', 'nih']"
hommesurabaya,"['pak', 'saya', 'dm', 'laporan', 'kebocoran', 'pipa', 'pdam', 'di', 'jalan', 'mohon', 'ditindaklanjuti']"
halohi7002,"['halo', 'kak', 'kebraon', 'sek', 'suwe', 'ta', 'murupe', 'gaonok', 'info', 'blas', 'moro2', 'mati', 'rek']"
rahayusukmaputri,"['info', 'nya', 'sudah', 'selesai', 'pengerjaan', 'tapi', 'banyu', 'ne', 'sek', 'ngga', 'lancar']"
halohi7002,"['tak', 'woco2', 'balesan', 'komene', 'ngmg', 'lek', 'wes', 'mari', 'tp', 'nyatane', 'sak', 'tetes', 'ae', 'ga', 'metu', 'nemen', 'og']"
rahayusukmaputri,[]
6765jay,"['admin', 'tolong', 'cek', 'dm', 'yaa']"
abdulkarim2905,"['mas', 'adam', 'buk', 'buk', 'ibuuuuukkkkk']"
irwanhermana,"['kesukaan', 'ipar', 'adalah', 'maut']"
andikahadi_,"['mas', 'aris', 'perlu', 'ikut', 'pelatihan', 'pemasangan', 'pipa']"
m.denny02,"['sdh', 'bs', 'd', 'tebak', 'judul', 'film', 'nya']"
irwanhermana,"['semua', 'karena', 'mas', 'aris', 'tidak', 'bisa', 'pasang', 'kran', 'mas', 'arismas', 'aris']"
mbembis92,"['kalau', 'saya', 'tutur', 'tinular', 'angling', 'dharmo', 'sama', 'misteri', 'gunung', 'merapi', 'dengan', 'artis2nya', 'genta', 'buananya', 'sampai', 'saat', 'ini', 'kalau', 'lihat', 'kilasan2', 'film', 'trsbut', 'jd', 'pasti', 'penuh', 'memori']"
mas_aries,"['ekhaku', 'lagi', 'mudik']"
evimomsabila,"['karya', 'masterpiece', 'para', 'novelis', 'diubah', 'jadi', 'film', 'g', 'prnh', 'gagal']"
widyarigga,"['nobody', 'knows', 'the', 'troubles', 'i', 'see', 'nobody', 'knows', 'my', 'sorrow']"
widyarigga,"['selamat', 'hari', 'film', 'nasional']"
irwanhermana,"['ketemu', 'adek', 'ipar', 'mas']"
deev.chandra,"['mimin', 'selalu', 'keren']"
damaxrif,"['indra', 'said', 'sesuai', 'genre', 'hidup', 'saya']"
deny.eka.pratama,[]
damaxrif,[]
nanang_wid,"['ayo', 'dong', 'min', 'buat', 'undian', 'cis', 'dg', 'hadiah', 'tiket', 'nonton', 'film', 'terbaru', 'bersama', 'bestie']"
kharistiano28,"['insha', 'allah', 'april', 'bpk', 'sdh', 'dlm', 'proses']"
mbembis92,"['betulll', 'nunggu', 'malam', 'senin', 'nontonya', 'jam', '1930']"
widyarigga,"['my', 'pleasure', 'kak']"
iroelyess,"['bulan', 'puasa', 'air', 'malah', 'mengecil', 'cenderung', 'tdk', 'keluar', 'daerah', 'tambak', 'dalam', 'asemrowo']"
rendysangpenjaga,"['2025', 'masih', 'belom', 'merata', 'pemasangan', 'pipa', 'pdam', 'di', 'tempat', 'depan', 'persil', 'gudang', 'tolong', 'agar', 'bisa', 'segera', 'dilakukan', 'pemasangan', 'pipa', 'induk', 'pdam', 'bapak']"
rendysangpenjaga,"['ya', 'tolong', 'segera', 'dilakukan', 'pemasangan', 'pipa', 'tersier', 'nya', 'donk', 'agar', 'masyarakat', 'bisa', 'merasakan', 'pdam']"
ynn_joyo,"['pengajuan', 'selalu', 'diundur2', 'kayabundur2', 'dari', '2024', 'sampai', 'sekarang', 'blm', 'jelas', 'kendala', 'apanjuga', 'ndak', 'ada', 'info', 'sampai', 'apk', 'cis', 'sdh', 'dihapus']"
maulanabundarizky,"['tlg', 'd', 'respon']"
maulanabundarizky,"['nopel', '2231744']"
maulanabundarizky,"['kan', 'msh', 'tgl', '14', 'skrg', 'min', 'sedangkan', 'yg', 'd', 'infokan', 'kan', 'sampai', 'tgl', '15']"
maulanabundarizky,"['ini', 'td', 'byr', 'melalui', 'alfa', 'byk', 'yg', 'kecewa', 'krn', 'rekening', 'tagihan', 'gk', 'bisa', 'kluar', 'padahal', 'msh', 'tgl', '14']"
maulanabundarizky,"['tolong', 'lah', 'min', 'ini', 'byk', 'dr', 'bbrp', 'mereka', 'byr', 'pada', 'hari', 'ini', 'tgl', '14', 'untuk', 'menghindari', 'denda', 'admin', 'bukaantutupan']"
edamamee_345,"['kebiasaan', 'perbaikan', 'waktu', 'pagi²', 'dan', 'mau', 'siap²', 'berangkat', 'kerja', 'berapa', 'jam', 'ini', 'perbaikannya']"
rachma_hifa,"['heleeehhh', 'postingannya', 'telat', 'nah', 'min']"
nelysuwidyanti,"['kedurus', 'jg', 'mati', 'ya', 'min', 'aernya']"
_mumu.m12,"['lontar', 'jg', 'mati']"
mayangkamilah,"['kedurus', 'ini', 'kapan', 'selesainya', 'jamberapaaaaaa', 'air', 'normaaal']"
bil_arogan,"['kenapa', 'yg', 'd', 'daerah', 'bogangin', 'kedurus', 'skitar', 'mati', 'tanpa', 'pmberitahuan', 'sblmnya', 'min', 'auto', 'nabyak', 'nabyak']"
bgasdio,"['halo', 'min', 'daerah', 'kedurus', 'ini', 'kapan', 'airnya', 'bisa', 'nyala', 'dari', 'pagi', 'airnya', 'mati']"
bgasdio,"['kedurus', 'gang', 'apel', 'min']"
himatul_fatimah29,"['daerah', 'lontar', 'kok', 'mati', 'ya']"
himatul_fatimah29,"['iya', 'lontar', 'mati', 'dari', 'kemarin', 'kecil', 'airnya']"
_mumu.m12,"['tiap', 'jam', 'segini', 'kenapa', 'mati', 'lagi', 'nih', 'airnya', 'daerah', 'lontar', 'ayolah', 'perbaikany', 'masa', 'dari', 'kemarin', 'gini', 'terus']"
oncemurti,"['minmin', 'daerah', 'kebraon', 'bkok', 'belom', 'nyala', 'dari', 'pagi', 'ampe', 'sekarang', 'ini', 'gmn', 'saya', 'mau', 'aktifitas', 'klo', 'gak', 'ada', 'air', 'sama', 'sekali']"
lotsocibubur,"['karang', 'menjangan', 'juga', 'min', 'minta', 'tolong', 'airnya', 'ga', 'keluar']"
lotsocibubur,"['ada', 'beberapa', 'rumah', 'juga', 'yg', 'mengalami', 'hal', 'serupa', 'tadi', 'siang', 'sudah', 'dibenahi', 'tp', 'yg', 'rumah', 'saya', 'belom', 'td', 'saya', 'sudah', 'telfon', 'ke', 'callcenter', 'tp', 'blom', 'ada', 'kiriman', 'orangnya']"
the_m0ch,"['karangan', 'wiyung', 'hari', 'ini', '7', 'maret', 'gak', 'keluartapi', 'tetangga', 'kanan', 'kiri', 'air', 'nya', 'normal']"
gajahmada_wirawiri,"['sampai', 'sekarang', 'd', 'daerah', 'tales', 'masih', 'matimohon', 'perhatiannya']"
iroelyess,"['bukan', 'puasa', 'makin', 'mengecil', 'cenderung', 'tdk', 'keluar']"
rizqiamrii,"['mantab', 'infonya', 'min']"
harits_indra,"['air', 'nya', 'blm', 'bisa', 'langsung', 'diminum', 'kpn', 'teknologi', 'ini', 'diterapkan']"
mbembis92,['kuweerenn']
otomotifroad.id,"['di', 'daerah', 'saya', 'masih', 'kesulitan', 'air', 'kalau', 'mau', 'air', 'kita', 'harus', 'nampung', 'air', 'hujan', 'dulu', 'karena', 'belum', 'ada', 'sambungan', 'pdam', 'masuk', 'ke', 'rumah', 'padahal', 'dekat', 'dengan', 'kota', 'besar', 'bukan', 'di', 'pelosok', 'desa', 'desa', 'sudah', 'lama', 'seperti', 'ini', 'sedih', 'nya']"
otomotifroad.id,"['di', 'raya', 'bukit', 'bambe', 'i', 'gpr', 'blok', 'ac', 'ad', 'di', 'dj', 'dan', 'seterusnya', 'bangkingan', 'kec', 'lakarsantri', 'kab', 'gresik', 'jawa', 'timur', '61177']"
mbembis92,"['sama2', 'mimin']"
otomotifroad.id,"['sudah', 'tidak', 'aktif', 'ig', 'nya', 'pdamgiritirta', 'kak', 'mohon', 'petunjuk', 'lain', 'kak', 'atau', 'apa', 'bisa', 'di', 'sampaikan', 'kak']"
yoskustiyono92,"['jangan', 'buang2', 'air', 'percuma', 'air', 'adalah', 'aset', 'kehidupan']"
rafiiisaputraa,"['luar', 'biasa', 'edukasinya']"
widyarigga,"['editornya', 'ky', 'hujan', 'di', 'bulan', 'juni']"
lucky.sastrosadarpo,"['semoga', 'bisa', 'meningkatkan', 'kualitas', 'air', 'nya', 'bukan', 'sekedar', 'edukasi', 'aja', 'ke', 'masyarakat', 'jadi', 'kita', 'gak', 'harus', 'laporan', 'tiap', 'bulan', 'perihal', 'air', 'keruh', 'mohon', 'jadi', 'perhatiannya', 'terima', 'kasih']"
veluveaxias,"['kecewa', 'banget', 'sama', 'pdam']"
ary_andanata12,"['min', 'di', 'daerah', 'jojoran', 'rumah', 'saya', 'ko', 'keluar', 'nyaa', 'kecil', 'ya', 'min', 'masa', 'nunggu', 'malem', 'hari', 'baru', 'bisa', 'naik', 'ke', 'dalem', 'rumah', 'air', 'nya', 'min']"
lucky.sastrosadarpo,"['sampun', 'tgl', '6', 'maret', 'kmrn', 'ada', '2', 'petugas', 'dtg', 'ke', 'rumah', 'malah', 'qta', 'disuruh', 'kirim', 'sempel', 'ke', 'pdam', 'karena', 'airnya', 'terlihat', 'jernih', 'namun', 'kalau', 'diliat', 'd', 'bawah', 'cahaya', 'tidak', 'jernih', 'ada', 'seperti', 'serbuk2', 'nya']"
suryamin2301,"['teruskah', 'berbenah', 'teruslah', 'membaik', 'teruslah', 'menjadi', 'unggulan']"
lucky.sastrosadarpo,"['dan', 'oleh', 'petugas', 'kami', 'disuruh', 'bawa', 'sempel', 'ke', 'pdam']"
herupratikto62,"['terima', 'kasih', 'pdam', 'surya', 'sembada', 'surabaya', 'kami', 'di', 'daerah', 'karah', 'bisa', 'menikmati', 'air', 'yang', 'bersih', 'dari', 'pada', 'dulu', 'pakai', 'air', 'sumur', 'banyak', 'menimbulkan', 'masalah']"
dwihadiii,"['kakminta', 'info', 'untuk', 'daerah', 'bangkingan', 'pdam', 'mati']"
dwihadiii,"['tadi', 'jam', '10', 'pagi', 'sempet', 'mati', 'kak', 'tapi', 'sekarang', 'sudah', 'nyala', 'terimakasih', 'min', 'sehat', 'min']"
arek.pdn,"['klo', 'rembes', 'pipa', 'dalam', 'apakah', 'bisa', 'minta', 'tlng', 'pdam', 'buat', 'deteksi', 'mohon', 'pencerahannya']"
aji_saputro18,"['kalau', 'pengerjaan', 'ganti', 'stop', 'kran', 'telah', 'selesai', 'terlebih', 'dahulu', 'baru', 'langsung', 'pembayaran', 'apa', 'bisa']"
dyansulistiyorini,"['minta', 'tolong', 'bila', 'ada', 'rencana', 'untuk', 'pemadaman', 'pdam', 'bisa', 'di', 'share', 'di', 'ig', 'minimal', 'pelanggan', 'bisa', 'menampung', 'air', 'nya', 'terima', 'kasih']"
dyansulistiyorini,"['rumah', 'saya', 'terdampak', 'di', 'daerah', 'jl', 'mastrip', 'apa', 'perbaikan', 'akan', 'sampai', 'sore', 'hari']"
pradipta_sang_,"['dari', 'dulu', 'optimalisasi', 'terus']"
idarochmawati97,"['waduh', 'dr', 'siang', 'air', 'ga', 'kluar', 'ini', 'ditambah', 'ada', 'gangguang', 'estimasi', '6', 'jam', 'sisan', 'bayar', 'larang2', 'banyue', 'metu', 'sak', 'karepe', 'dewe']"
nisarasitami,"['selamat', 'pagi', 'mohon', 'cek', 'dm', 'ya', 'gangguan', 'air', 'di', 'injoko', 'gayungan']"
andrew.clark19,"['apakah', 'jalan', 'arjuno', 'kena', 'dampaknya', 'dari', 'kemarin', 'sore', 'airnya', 'keluar', 'nya', 'kecil']"
triambar_26,"['halo', 'min', 'manukan', 'kulon', 'dirumah', 'saya', 'smp', 'saat', 'ini', 'blom', 'nyala', 'sama', 'sekali', 'gimana', 'ini']"
frzabg_,"['mohon', 'info', 'hari', 'ini', 'apakah', 'baratajaya', 'juga', 'mati', 'air']"
suryadi.2gd,"['mohon', 'info', 'min', 'raya', 'lontar', 'dekat', 'pintu', 'keluar', 'ptc', 'sudah', 'beberapa', 'hari', 'ini', 'aliran', 'air', 'mengecil', 'tengah', 'malam', 'yang', 'biasanya', 'kencang', 'ini', 'sama', 'saja', 'mengecil', 'mohon', 'di', 'tindak', 'lanjuti', 'min']"
banjoz_aris,"['sampek', 'sekarang', 'masih', 'pelan', 'minn', 'keluar', 'airx', 'apakah', 'belum', 'selesei', 'yaa']"
nanik_martini,"['daan', 'tdk', 'diinfo', 'sama', 'sekali', 'pas', 'km', 'mandi', 'waktu', 'nguras', 'pagipas', 'air', 'mati']"
haryosamudro,"['kapan', 'murupe', 'iki', 'banyune', 'min', 'daerah', 'kemlaten']"
chrzldaptr,"['waduuh', 'ini', 'pdam', 'kebraon', 'belum', 'nyala', 'kahhh', 'tolongg', 'pakk', 'nyalakan', 'airnyaa', 'butuh', 'iniii']"
chrzldaptr,"['dari', 'tadi', 'di', 'kolom', 'komen', 'estimasi', '1', 'jam', 'slesai', 'tp', 'smpek', 'jam', 'set', '12', 'belom', 'nyala', 'nih', 'air', 'hmmm']"
selfishareefa,"['terpantau', 'sampe', 'meh', 'adzan', 'dhuhur', 'yoo', 'sek', 'pancet', 'mati', 'banyu', 'e', 'mok', 'kongkon', 'tayamum', 'ta', 'warga', 'e', 'iki']"
bakulgedangsusu,"['sampai', 'skg', 'belum', 'nyala']"
iin_indut,"['sampek', 'bedok', 'coh']"
pebe.korintan,"['sampai', 'sekarang', 'air', 'di', 'kebraon', 'belum', 'nyala', 'kapan', 'ya', 'nyalanya']"
diarjend,"['pdam', 'kebraon', 'mati', 'dr', 'tadipagi', 'sampe', 'sekarang', 'belum', 'bisa', 'knapa', 'ini', 'ya']"
diarjend,"['sampe', 'skrng', 'blm', 'bs']"
titissasongko,"['kebraon', 'barat', 'sampe', 'jam', '1206', 'kok', 'blm', 'ngalir']"
masdji16,"['mana', 'nih', 'masih', 'mati', 'sampe', 'sekarangg', 'admin', 'kerjanya', 'kok', 'joged2', 'mulu']"
bakulgedangsusu,"['sampai', 'jam', 'brp', 'ini', 'kebraon', 'pdamnya', 'nyala', 'boss']"
fajaradisulaksonosemm,"['tolong', 'ditindaklanjuti', 'dengan', 'segera', 'daripada', 'kena', 'marah', 'warga', 'yang', 'terdampak', 'air', 'padam', 'tadi', 'awalnya', 'sampai', 'dengan', '1', 'jam', 'sekitar', 'pukul', '9', 'pagi', 'air', 'dalam', 'proses', 'normalisasi', 'tapi', 'kenyataannya', 'sampai', 'sekarang', 'air', 'belum', 'nyala']"
fajaradisulaksonosemm,"['estimasi', '1', 'jam', 'kok', 'sampai', '3', 'jam', 'lebih', 'air', 'belum', 'menyala', 'juga', 'mulai', 'pukul', '9', 'pagi', 'sd', 'saya', 'chat', 'pukul', '1230']"
beruangkentut01,"['pdam', 'kebraon', 'kok', 'blm', 'nyala', 'jam', 'brp', 'nyalanya', 'ini']"
diena_denisse,"['kapan', 'nyala', 'iki', 'kebraon', 'info', 'poko', 'minnnnnn', 'budal', 'kerjo', 'mosok', 'raup', 'tok']"
indra_wahyudi_suroboyo,"['sebaiknya', 'kalau', 'ada', 'giat', 'pekerjaan', 'mematikan', 'aliran', 'air', 'pdam', 'kepada', 'warga', 'beberapa', 'hari', 'sebelumnya', 'ada', 'pemberitahuan', 'agar', 'warga', 'dapat', 'mempersiapkan', 'dampaknya', 'kebraon', 'mati', 'dari', 'tadi', 'jam', '730', 'sampai', 'pukul', '1310', 'juga', 'belum', 'mengalir', 'pdam', 'bisa', 'lebih', 'profesional', 'dalam', 'pelayanan', 'kepada', 'masyarakat', 'bukan', 'hanya', 'maaf', 'saja', 'agar', 'tidak', 'menjadi', 'budaya', 'pelayanan', 'apa', 'adanya']"
dianhyt9,"['mesti', 'gaada', 'kejelasan', 'kyknya', 'alamat', 'sampe', 'malam', 'gak', 'hidup', 'airnya']"
fajaradisulaksonosemm,"['baru', 'saja', 'air', 'menyala', 'terimakasih']"
yorkysatriardi,"['kebraon', 'mati', 'om', 'banyue', 'ya', 'allah']"
sintaaiu,"['bapak', 'bapak', 'apakah', 'air', 'matinya', 'masih', 'lamaa', 'kebraon', 'dari', 'pagi', 'niiih', 'mau', 'mandii', 'uda', 'soreee']"
runnymartha,"['kenapa', 'sampai', 'menjelang', 'sore', 'blm', 'mengalir', 'juga']"
runnymartha,"['belum', 'di', 'griya', 'kebraon', 'belum', 'keluar', 'airnya', 'bagaimana', 'ini']"
endahw12,"['tolong', 'dong', 'daerah', 'hr', 'muhammad', 'tepatnya', 'dukuh', 'kawal', 'kali', 'kendal', 'air', 'kok', 'mati', 'nyala', 'pun', 'malem', 'pdhal', 'kemarin2', 'sudah', 'lancar', 'knp', 'balik', 'lagi', 'seperti', 'ini']"
ryan88nugraha,"['iya', 'pak', 'saya', 'di', 'kebraon', 'utama', 'rt', '01', 'mati', 'dari', 'pagi', 'ada', 'apa', 'ya']"
_mumu.m12,"['daerah', 'lontar', 'kenapa', 'gak', 'ngalir', 'lagi', 'airnya']"
_mumu.m12,"['okey', 'sudah', 'dibalas', 'ya']"
runnymartha,"['alhamdulilah', 'sudah', 'tp', 'keruh']"
raden_bgs.k.w,"['selamat', 'pagi', 'mau', 'nanya', 'ini', 'kak', 'admin', 'air', 'di', 'kebraon', 'balas', 'klumprik', 'kok', 'smpe', 'pagi', 'ini', 'masih', 'belum', 'mengalir', 'mohon', 'info', 'apakah', 'masih', 'macet', 'atau', 'masih', 'diperbaikki', 'terima', 'kasih']"
